[µs]	Sample
51172	0
51183	1
51199	0
51209	1
51224	0
51235	1
51250	0
51261	1
51276	0
51288	1
51303	0
51314	1
51329	0
51340	1
51355	0
51367	1
51382	0
51392	1
51408	0
51418	1
51434	0
51444	1
51461	0
51471	1
51487	0
51497	1
51513	0
51523	1
51539	0
51549	1
51565	0
51995	1
52011	0
52021	1
52037	0
52047	1
52064	0
52074	1
52089	0
52100	1
52115	0
52126	1
52141	0
52153	1
52168	0
52179	1
52194	0
52205	1
52220	0
52231	1
52246	0
52257	1
52273	0
52283	1
52299	0
52309	1
52325	0
52335	1
52352	0
52362	1
52378	0
52388	1
52404	0
52834	1
52849	0
52859	1
52876	0
52886	1
52902	0
52912	1
52928	0
52938	1
52954	0
52964	1
52981	0
52991	1
53011	0
53017	1
53033	0
53044	1
53058	0
53070	1
53085	0
53096	1
53111	0
53122	1
53137	0
53149	1
53164	0
53175	1
53190	0
53201	1
53216	0
53226	1
53242	0
54511	1
54527	0
54537	1
54553	0
54563	1
54580	0
54590	1
54605	0
54616	1
54631	0
54642	1
54657	0
54669	1
54684	0
54695	1
54710	0
54721	1
54736	0
54746	1
54762	0
54772	1
54789	0
54799	1
54815	0
54825	1
54841	0
54851	1
54893	0
54903	1
54920	0
55350	1
55365	0
55376	1
55391	0
55402	1
55427	0
55428	1
55444	0
55454	1
55470	0
55480	1
55497	0
55507	1
55523	0
55533	1
55549	0
55559	1
55575	0
55585	1
55602	0
55612	1
55628	0
55638	1
55654	0
55663	1
55679	0
55690	1
55706	0
55716	1
55759	0
56214	1
56236	0
56241	1
56282	0
56293	1
56309	0
56346	1
56366	0
56371	1
56413	0
56424	1
56440	0
56465	1
56467	0
56491	1
56492	0
56529	1
56545	0
56555	1
56571	0
56592	1
56598	0
57027	1
57043	0
57053	1
57068	0
57079	1
57094	0
57106	1
57121	0
57132	1
57147	0
57158	1
57173	0
57185	1
57200	0
57210	1
57226	0
57236	1
57252	0
57262	1
57279	0
57289	1
57305	0
57315	1
57331	0
57341	1
57357	0
57367	1
57384	0
57394	1
57409	0
57420	1
57435	0
57865	1
57882	0
57892	1
57908	0
57918	1
57933	0
57944	1
57959	0
57971	1
57986	0
57997	1
58012	0
58023	1
58038	0
58050	1
58065	0
58075	1
58091	0
58101	1
58117	0
58127	1
58143	0
58153	1
58170	0
58180	1
58196	0
58206	1
58222	0
58232	1
58249	0
58259	1
58274	0
58704	1
58720	0
58730	1
58746	0
58756	1
58772	0
58782	1
58799	0
58809	1
58825	0
58835	1
58851	0
58861	1
58876	0
58887	1
58904	0
58914	1
58929	0
58940	1
58955	0
58966	1
58982	0
58993	1
59008	0
59018	1
59035	0
59045	1
59061	0
59071	1
59087	0
59097	1
59113	0
60381	1
60397	0
60407	1
60424	0
60434	1
60450	0
60460	1
60476	0
60486	1
60501	0
60513	1
60528	0
60539	1
60554	0
60565	1
60580	0
60591	1
60607	0
60618	1
60633	0
60643	1
60659	0
60669	1
60685	0
60695	1
60712	0
60722	1
60738	0
60748	1
60764	0
60774	1
60791	0
61220	1
61236	0
61246	1
61262	0
61272	1
61288	0
61298	1
61315	0
61325	1
61341	0
61351	1
61367	0
61377	1
61392	0
61404	1
61419	0
61430	1
61445	0
61456	1
61471	0
61483	1
61498	0
61509	1
61524	0
61535	1
61550	0
61561	1
61577	0
61588	1
61603	0
61613	1
61629	0
62059	1
62074	0
62085	1
62100	0
62111	1
62126	0
62138	1
62153	0
62164	1
62179	0
62189	1
62205	0
62215	1
62238	0
62242	1
62258	0
62268	1
62284	0
62294	1
62310	0
62320	1
62337	0
62347	1
62363	0
62373	1
62389	0
62399	1
62416	0
62426	1
62441	0
62452	1
62467	0
63736	1
63751	0
63763	1
63778	0
63789	1
63804	0
63814	1
63830	0
63840	1
63857	0
63867	1
63883	0
63893	1
63909	0
63919	1
63936	0
63946	1
63962	0
63972	1
63988	0
63998	1
64013	0
64024	1
64039	0
64051	1
64066	0
64077	1
64092	0
64103	1
64118	0
64130	1
64145	0
64574	1
64590	0
64600	1
64617	0
64627	1
64643	0
64653	1
64669	0
64679	1
64696	0
64706	1
64721	0
64732	1
64747	0
64758	1
64773	0
64785	1
64800	0
64811	1
64826	0
64837	1
64852	0
64895	1
64905	0
64915	1
64936	0
64941	1
64957	0
64967	1
64983	0
65413	1
65429	0
65439	1
65456	0
65466	1
65482	0
65492	1
65508	0
65519	1
65533	0
65544	1
65561	0
65570	1
65586	0
65597	1
65612	0
65623	1
65638	0
65648	1
65665	0
65675	1
65691	0
65701	1
65717	0
65727	1
65744	0
65754	1
65770	0
65780	1
65796	0
65806	1
65823	0
66251	1
66267	0
66278	1
66293	0
66305	1
66320	0
66331	1
66346	0
66356	1
66372	0
66382	1
66399	0
66409	1
66425	0
66435	1
66451	0
66461	1
66478	0
66488	1
66504	0
66514	1
66530	0
66540	1
66556	0
66566	1
66581	0
66593	1
66608	0
66619	1
66634	0
66645	1
66660	0
67091	1
67106	0
67117	1
67132	0
67143	1
67158	0
67170	1
67185	0
67196	1
67211	0
67221	1
67237	0
67247	1
67264	0
67274	1
67290	0
67300	1
67316	0
67326	1
67342	0
67352	1
67369	0
67379	1
67395	0
67405	1
67420	0
67431	1
67446	0
67458	1
67473	0
67484	1
67499	0
67929	1
67944	0
67956	1
67971	0
67982	1
67997	0
68008	1
68023	0
68035	1
68050	0
68061	1
68076	0
68086	1
68102	0
68117	1
68128	0
68139	1
68155	0
68166	1
68181	0
68191	1
68206	0
68217	1
68233	0
68243	1
68259	0
68269	1
68286	0
68296	1
68312	0
68322	1
68338	0
68768	1
68784	0
68794	1
68809	0
68820	1
68835	0
68847	1
68862	0
68872	1
68888	0
68899	1
68914	0
68925	1
68940	0
68951	1
68967	0
68978	1
68993	0
69004	1
69019	0
69030	1
69045	0
69055	1
69072	0
69082	1
69098	0
69108	1
69124	0
69134	1
69151	0
69161	1
69177	0
69607	1
69622	0
69633	1
69648	0
69659	1
69674	0
69686	1
69701	0
69712	1
69727	0
69737	1
69753	0
69763	1
69779	0
69790	1
69806	0
69816	1
69832	0
69842	1
69858	0
69868	1
69885	0
69895	1
69910	0
69921	1
69936	0
69947	1
69962	0
69974	1
69989	0
70000	1
70015	0
70445	1
70460	0
70471	1
70486	0
70498	1
70513	0
70524	1
70539	0
70602	1
70618	0
70628	1
70644	0
70655	1
70670	0
70680	1
