[µs]	Sample
84229	1
84244	0
84255	1
84270	0
84701	1
84716	0
84727	1
84742	0
84754	1
84769	0
84780	1
84795	0
84805	1
84821	0
84831	1
84848	0
84858	1
84874	0
84884	1
84900	0
84910	1
84926	0
84936	1
84953	0
84963	1
84978	0
84989	1
85004	0
85015	1
85031	0
85042	1
85057	0
85067	1
85084	0
85094	1
85110	0
85540	1
85555	0
85566	1
85581	0
85595	1
85607	0
85618	1
85633	0
85644	1
85660	0
85670	1
85685	0
85697	1
85712	0
85723	1
85738	0
85749	1
85764	0
85776	1
85791	0
85802	1
85817	0
85828	1
85843	0
85853	1
85870	0
85880	1
85896	0
85906	1
85922	0
85932	1
85948	0
87217	1
87233	0
87257	1
87259	0
87269	1
87285	0
87295	1
87311	0
87321	1
87338	0
87348	1
87364	0
87374	1
87389	0
87400	1
87415	0
87426	1
87442	0
87453	1
87468	0
87479	1
87494	0
87505	1
87520	0
87532	1
87547	0
87557	1
87573	0
87583	1
87599	0
87609	1
87626	0
88055	1
88072	0
88082	1
88097	0
88108	1
88123	0
88134	1
88149	0
88160	1
88175	0
88187	1
88202	0
88213	1
88228	0
88239	1
88255	0
88265	1
88280	0
88291	1
88307	0
88317	1
88333	0
88343	1
88359	0
88370	1
88386	0
88396	1
88412	0
88422	1
88438	0
88448	1
88463	0
88894	1
88909	0
88921	1
88936	0
88946	1
88962	0
88972	1
88988	0
88999	1
89014	0
89025	1
89040	0
89052	1
89067	0
89077	1
89093	0
89103	1
89119	0
89129	1
89146	0
89156	1
89172	0
89182	1
89198	0
89208	1
89225	0
89235	1
89250	0
89261	1
89276	0
89287	1
89302	0
89733	1
89748	0
89759	1
89774	0
89784	1
